priority,barcode,product,odoo_category,shopify_state,days_since_first_stocked,in_store_rev_30d_EGP,in_store_gp_30d_EGP,units_30d,stock_on_hand,stock_at_cost_EGP,wave
165,1052885707099,T996 17-inch Backpack - Orange/Navy - Spider,School,ACTIVE_UNPUBLISHED,45,14110,2368,7,1,1430,"Wave 1 — in stock, new arrival"
166,4000185672099,585 خصلة شعر ضفيرة نجوم,Clothing,NOT_IN_SHOPIFY,28,4318,2336,44,16,528,"Wave 1 — in stock, new arrival"
167,8412497880454,"214813 سميجل  شنطة  ظهر  14"" حبل مجدول  M-O",School,ACTIVE_UNPUBLISHED,20,31601,9315,19,0,0,"Wave 3 — needs reorder, new range"
168,1063674872099, 005 Backpack + Pencil Case + Lunch Bag 16 Inch,School,ACTIVE_UNPUBLISHED,45,37665,9290,19,0,0,"Wave 3 — needs reorder, new range"
169,4000182665099,596 استك الوان,Clothing,NOT_IN_SHOPIFY,33,4175,2312,60,84,1890,"Wave 1 — in stock, new arrival"
170,1068989270099,113-M-M Backpack 17 SMIGGLE Purple*Pink,School,ACTIVE_UNPUBLISHED,13,41924,9225,19,0,0,"Wave 3 — needs reorder, new range"
171,1063674900099, 07 Backpack + Pencil Case + Lunch Bag 16 Inch,School,ACTIVE_UNPUBLISHED,45,36798,9179,21,0,0,"Wave 3 — needs reorder, new range"
172,1050415499099,[10504-15712] Kids Drift Car New 15712 - Yellow Skulls,Toys,NOT_IN_SHOPIFY,165,11735,3091,1,1,7202,"Wave 2 — in stock, existing range"
173,1043635514099,A148 Steak white,School,NOT_IN_SHOPIFY,48,4591,2287,58,2,60,"Wave 1 — in stock, new arrival"
174,1043635516099,A217 Steak white,School,NOT_IN_SHOPIFY,48,4540,2273,57,3,90,"Wave 1 — in stock, new arrival"
175,1050495727099,احمرAV هوفر بورد 10,Toys,NOT_IN_SHOPIFY,15,8550,2250,1,2,10500,"Wave 1 — in stock, new arrival"
176,1068989288099,131-Unicorn Backpack 17 SMIGGLE  Purple,School,ACTIVE_UNPUBLISHED,13,39917,8915,18,0,0,"Wave 3 — needs reorder, new range"
177,2073812193099,DB1-32-سكوتر أطفال بثلاثة مستويات وعجلات مضيئة وموسيقى وإضاءة,Toys (Consignment),DRAFT,27,10875,2227,6,1,1219,"Wave 1 — in stock, new arrival"
178,0764460727159,Granzia Bambino Rosefeed Electric Breast Pump,Adults,ACTIVE_UNPUBLISHED,692,12760,2989,3,1,2735,"Wave 2 — in stock, existing range"
179,4000185678099,262 ميدالية ارنب,Various,NOT_IN_SHOPIFY,28,4118,2206,29,7,340,"Wave 1 — in stock, new arrival"
180,8412497462469,"708749 سميجل  شنطة  ظهر  14""   S-P",School,ACTIVE_UNPUBLISHED,20,29902,8793,18,0,0,"Wave 3 — needs reorder, new range"
181,1043635477099,A274 Steak navy,School,NOT_IN_SHOPIFY,48,4250,2180,43,11,396,"Wave 1 — in stock, new arrival"
182,5056080620671,عربة بطل فنيش - Ebony,Baby Essentials,NOT_IN_SHOPIFY,76,32525,8559,1,0,0,"Wave 3 — needs reorder, new range"
183,4000156985099,c700-علبة استك اسود,School,NOT_IN_SHOPIFY,36,3880,2130,49,18,468,"Wave 1 — in stock, new arrival"
184,2073870598099,RG-1117-1PP باتيناج 4 عجلات الوان متعدده مقاس (S),Toys (Consignment),ACTIVE_UNPUBLISHED,116,9093,2066,7,2,1689,"Wave 1 — in stock, new arrival"
185,1060134711099,نوتة اشكال  BC-202,School,NOT_IN_SHOPIFY,83,5978,2054,110,73,2117,"Wave 1 — in stock, new arrival"
186,6222049767124,182503-P09-DZ26 Bluish Mint green Double Zipper Pincel case 2L,School (Consignment),NOT_IN_SHOPIFY,35,11905,2054,15,6,3356,"Wave 1 — in stock, new arrival"
187,1071445615099,12351- كورة قدم  Extra,Toys,NOT_IN_SHOPIFY,18,7158,2049,18,72,16920,"Wave 1 — in stock, new arrival"
188,1043635479099,A72 Steak white,School,NOT_IN_SHOPIFY,48,3960,2034,40,5,180,"Wave 1 — in stock, new arrival"
189,1043635485099,A275 Steak navy,School,NOT_IN_SHOPIFY,48,4097,2026,49,9,288,"Wave 1 — in stock, new arrival"
190,1043635521099,A210 Steak white,School,NOT_IN_SHOPIFY,48,4054,2020,48,12,384,"Wave 1 — in stock, new arrival"
191,1052554717006,100100542 Swim Robe,Clothing,NOT_IN_SHOPIFY,91,7280,2010,7,64,40006,"Wave 1 — in stock, new arrival"
192,1052570262012,100101240 Swim Robe,Clothing,NOT_IN_SHOPIFY,111,7280,2010,7,18,11252,"Wave 1 — in stock, new arrival"
193,4000185676099,586 خصلة شعر ضفيرة موف خرز,Clothing,NOT_IN_SHOPIFY,28,3670,1998,37,23,759,"Wave 1 — in stock, new arrival"
194,0842591059124,0890270 زمزمية مياة قنديل البحر JELLY FISH رقم BV44 460ML,School (Consignment),ACTIVE_UNPUBLISHED,5,7200,1996,6,18,12960,"Wave 1 — in stock, new arrival"
195,6974363241100,C3-E2-Kids Stickers,School,NOT_IN_SHOPIFY,109,5471,1994,158,308,5467,"Wave 1 — in stock, new arrival"
196,1049858652036,RZ1 LED Flash Light Sneaker with Wheels & USB Charging,Clothing,NOT_IN_SHOPIFY,60,6000,1974,3,1,1096,"Wave 1 — in stock, new arrival"
197,2073995873099,مشاية اطفال 017,Baby Essentials (Consignment),NOT_IN_SHOPIFY,33,11100,1967,6,1,1295,"Wave 1 — in stock, new arrival"
198,2073812194099,DB1-32-سكوتر أطفال بثلاثة مستويات وعجلات مضيئة وموسيقى وإضاءة,Toys (Consignment),DRAFT,27,9188,1965,5,2,2438,"Wave 1 — in stock, new arrival"
199,6941925684637,YHQ-044-Kids Stickers,School,NOT_IN_SHOPIFY,109,5696,1956,128,137,3254,"Wave 1 — in stock, new arrival"
200,540032807999,[540032807999] SW22 Swing,Toys,ACTIVE_UNPUBLISHED,751,11850,2639,3,8,20743,"Wave 2 — in stock, existing range"
201,8364217982815,K10G بوسيت مون بيبى,Toys (Consignment),NOT_IN_SHOPIFY,102,14355,1950,3,4,14190,"Wave 1 — in stock, new arrival"
202,1060254104099,لانش بوكس روز كلبس بنفسجى 2.1 لتر 2.1L Lunch Box with Tray - Pink - Purple Clips,Various,NOT_IN_SHOPIFY,40,8084,1940,27,33,6296,"Wave 1 — in stock, new arrival"
203,4000182650099,589 علبة استك,Clothing,NOT_IN_SHOPIFY,33,3603,1935,35,1,35,"Wave 1 — in stock, new arrival"
204,1066247419099,GB5694T SCHOOL BAG,School,ACTIVE_UNPUBLISHED,47,29400,7737,7,0,0,"Wave 3 — needs reorder, new range"
205,1043635525099,A216 Steak white,School,NOT_IN_SHOPIFY,48,3871,1925,49,11,330,"Wave 1 — in stock, new arrival"
206,1052554715014,100101199 Swim Robe,Clothing,NOT_IN_SHOPIFY,91,7176,1919,7,30,18753,"Wave 1 — in stock, new arrival"
207,4000185680099,497 ميدالية اشكال,Various,NOT_IN_SHOPIFY,28,3500,1910,20,16,928,"Wave 1 — in stock, new arrival"
208,4000185675099,584 خصلة شعر,Clothing,NOT_IN_SHOPIFY,28,3414,1893,49,11,248,"Wave 1 — in stock, new arrival"
209,000150007800280,N00078Gift clothes box,Clothing (Consignment),ACTIVE_UNPUBLISHED,313,11794,2550,6,4,5197,"Wave 2 — in stock, existing range"
210,8412497337774,110576 سميجل  لانش باج   2 سوستة مطبوع  STITCH,School,ACTIVE_UNPUBLISHED,20,24551,7463,19,0,0,"Wave 3 — needs reorder, new range"
211,1066648667099,165552  Lunch Bag Space and Planets   Design,School,NOT_IN_SHOPIFY,49,8908,1864,7,3,2550,"Wave 1 — in stock, new arrival"
212,8364217982817,بوسيت مون بيبي 6600 بالشنطه,Baby Essentials (Consignment),NOT_IN_SHOPIFY,60,11600,1862,2,1,4157,"Wave 1 — in stock, new arrival"
213,8364217982674,[20036-9970/2025] BMW Racing Electric Ride-On Car 9970/2025,Toys (Consignment),NOT_IN_SHOPIFY,299,15500,2488,1,2,22217,"Wave 2 — in stock, existing range"
214,4000185677099,587 خصلة شعر ضفيرة,Clothing,NOT_IN_SHOPIFY,28,3332,1843,48,12,270,"Wave 1 — in stock, new arrival"
215,4000185674099,579 خصلة شعر ضفيرة موف,Clothing,NOT_IN_SHOPIFY,28,3312,1832,37,23,667,"Wave 1 — in stock, new arrival"
216,1066671719099,717195 Backpack Barbie Design 17 Inch,School,ACTIVE_UNPUBLISHED,5,8697,1829,4,8,11600,"Wave 1 — in stock, new arrival"
217,2071996911099,6530 BABY TROLLEY,Baby Essentials (Consignment),NOT_IN_SHOPIFY,123,43400,9855,5,0,0,"Wave 4 — needs reorder, older range"
218,8364217982813,K919 بوسيت مون بيبى,Baby Essentials (Consignment),NOT_IN_SHOPIFY,102,11300,1814,2,7,28344,"Wave 1 — in stock, new arrival"
219,8364217982816,بوسيت مون بيبي 6600F,Baby Essentials (Consignment),NOT_IN_SHOPIFY,60,11300,1814,2,2,8098,"Wave 1 — in stock, new arrival"
220,1049858644034,RZ1 LED Flash Light Sneaker with Wheels & USB Charging,Clothing,NOT_IN_SHOPIFY,60,5800,1798,3,1,1096,"Wave 1 — in stock, new arrival"
221,1043635515099,A297 Steak white,School,NOT_IN_SHOPIFY,48,3498,1788,32,28,1120,"Wave 1 — in stock, new arrival"
222,3800166116679,16679-CAR SEAT IMOLA BLACK i-Size 40-150 CM ISOFIX 360 ,Toys (Consignment),NOT_IN_SHOPIFY,237,13500,2392,1,6,56700,"Wave 2 — in stock, existing range"
223,8364217982887,عربية شحن جيب 402/2026,Toys (Consignment),NOT_IN_SHOPIFY,32,10990,1764,1,3,23628,"Wave 1 — in stock, new arrival"
224,1060134707099,نوتة سلك اشكال 2ق / كارت  SC-288-1,School,NOT_IN_SHOPIFY,83,5203,1759,51,90,4950,"Wave 1 — in stock, new arrival"
225,1023295251025,26131 Sneakers,Clothing,NOT_IN_SHOPIFY,95,5320,1754,8,24,8737,"Wave 1 — in stock, new arrival"
226,4001269278099,6004 Magical activity walker pink,Baby Essentials,ACTIVE_UNPUBLISHED,33,19898,7016,20,0,0,"Wave 3 — needs reorder, new range"
227,4000182671099,568 استك شعر بناتي,Clothing,NOT_IN_SHOPIFY,33,3225,1749,54,90,1800,"Wave 1 — in stock, new arrival"
228,1053178343099,21467-Mini Bites 3-Container Set 130ml,Various,NOT_IN_SHOPIFY,573,12919,2358,30,3,897,"Wave 2 — in stock, existing range"
229,5056080615998,أى- تشاب بوستر Shale,Various,NOT_IN_SHOPIFY,123,7540,2347,2,1,2133,"Wave 2 — in stock, existing range"
230,1043635478099,A264 Steak navy,School,NOT_IN_SHOPIFY,48,3475,1736,41,8,256,"Wave 1 — in stock, new arrival"
231,1052885734099,T997 18.5-inch Backpack - Black - Basketball,School,ACTIVE_UNPUBLISHED,45,39297,6931,18,0,0,"Wave 3 — needs reorder, new range"
232,1068525798099,X 7-srtoller umbrella  X 7,Baby Essentials,NOT_IN_SHOPIFY,144,7615,2338,1,1,4342,"Wave 2 — in stock, existing range"
233,8888021310818,[10006-11] Energizer Power AA Pen Batteries Card (3+1),Various,NOT_IN_SHOPIFY,179,7316,2335,39,21,2198,"Wave 2 — in stock, existing range"
234,1068512211099,70-طقم X5R,Various,NOT_IN_SHOPIFY,13,7615,1730,1,4,19800,"Wave 1 — in stock, new arrival"
235,2073812215099,MG-03M-سكوتر ميكرو شخصيات 3 مستويات,Toys (Consignment),NOT_IN_SHOPIFY,27,7495,1703,5,4,3897,"Wave 1 — in stock, new arrival"
236,1043635520099,A303 Steak white,School,NOT_IN_SHOPIFY,48,3406,1698,43,17,510,"Wave 1 — in stock, new arrival"
237,6223018170594,"Tank Tritan - Printed, 525ml Construction Black",Various,NOT_IN_SHOPIFY,54,7470,1690,41,6,712,"Wave 1 — in stock, new arrival"
238,1043672703099,N224 boys sunglasses,Clothing,NOT_IN_SHOPIFY,127,5336,2281,12,24,4800,"Wave 2 — in stock, existing range"
239,1052885767099,T5262 20-inch Backpack - Maroon/Black,School,ACTIVE_UNPUBLISHED,45,40389,6729,14,0,0,"Wave 3 — needs reorder, new range"
240,1053125149099,00520-Stainless Steel Bottle 600ml - Petroleum Blue,School,ACTIVE_UNPUBLISHED,756,11880,2268,9,22,19929,"Wave 2 — in stock, existing range"
241,2015941844099,"Set Backpack 14""+PC+LB",School (Consignment),ACTIVE_UNPUBLISHED,48,9450,1674,7,2,1890,"Wave 1 — in stock, new arrival"
242,201067,WATCH 350,Various (Consignment),NOT_IN_SHOPIFY,751,7665,2258,22,94,19082,"Wave 2 — in stock, existing range"
243,0842591054907,0890264 زمزمية مياة ديناصور DINSAUR رقم SBV44 460ML,School (Consignment),ACTIVE_UNPUBLISHED,5,6000,1663,5,19,13680,"Wave 1 — in stock, new arrival"
244,0842591058813,0890269 زمزمية مياة حصان HORSE رقم SBV44 460ML,School (Consignment),ACTIVE_UNPUBLISHED,5,6000,1663,5,19,13680,"Wave 1 — in stock, new arrival"
245,4001170623099,HB-606 بانيو سيليكون بالمخده بينك,Baby Essentials,NOT_IN_SHOPIFY,21,4290,1657,4,5,2633,"Wave 1 — in stock, new arrival"
246,8412497200856,"716704 سميجل  شنطة  ظهر  16"" حبل مجدول  M-O",School,ACTIVE_UNPUBLISHED,20,20542,6622,10,0,0,"Wave 3 — needs reorder, new range"
247,1060154199099,YY-8302-Plastic Water Bottle,School,ACTIVE_UNPUBLISHED,109,4771,1655,11,1,230,"Wave 1 — in stock, new arrival"
248,1071471054099,5736 شنطة هدايا D-N مقاس XL,Toys,NOT_IN_SHOPIFY,60,4948,1645,77,52,1820,"Wave 1 — in stock, new arrival"
249,1043635549099,A21 Steak white,School,NOT_IN_SHOPIFY,48,3267,1642,51,6,144,"Wave 1 — in stock, new arrival"
250,4000182666099,572 استك شعر بناتي,Clothing,NOT_IN_SHOPIFY,33,2948,1641,54,54,945,"Wave 1 — in stock, new arrival"
251,3800166116372,"16372CAR SEAT RODEO GREY 40-150CM ISOFIX, 360",Baby Essentials (Consignment),NOT_IN_SHOPIFY,302,12500,2215,1,3,26250,"Wave 2 — in stock, existing range"
252,201069,NW285 Sunglasses,Various (Consignment),NOT_IN_SHOPIFY,751,7610,2212,27,57,9422,"Wave 2 — in stock, existing range"
253,2073812126099,07330-كرسى طعام قابل للطي فاخر ومريح,Toys (Consignment),NOT_IN_SHOPIFY,27,7179,1620,4,1,1169,"Wave 1 — in stock, new arrival"
254,4000182680099,571 استك شعر بناتي,Clothing,NOT_IN_SHOPIFY,33,2944,1614,43,65,1462,"Wave 1 — in stock, new arrival"
255,8412497002788,"677881 سميجل  شنطة  ظهر  16"" وش ارنب اذن مجسمة روز",School,ACTIVE_UNPUBLISHED,20,20335,6440,10,0,0,"Wave 3 — needs reorder, new range"
256,1043635522099,A280 Steak white,School,NOT_IN_SHOPIFY,48,3174,1608,49,11,264,"Wave 1 — in stock, new arrival"
257,4001254742099,2517-16-كورة قدم كأس العالم في علبة,Various,ACTIVE_UNPUBLISHED,48,18014,6394,33,0,0,"Wave 3 — needs reorder, new range"
258,6981428325484,XT-013-Kids Stickers,School,NOT_IN_SHOPIFY,109,4715,1588,237,918,9868,"Wave 1 — in stock, new arrival"
259,1068525808099,k 5-high chair umbrella k 5,Baby Essentials,NOT_IN_SHOPIFY,144,7742,2143,2,2,4649,"Wave 2 — in stock, existing range"
260,1043672702099,N226 boys sunglasses,Clothing,NOT_IN_SHOPIFY,127,4897,2136,12,28,5040,"Wave 2 — in stock, existing range"
261,8364217982894,بلازما كار سمبل 3962/2026,Toys (Consignment),NOT_IN_SHOPIFY,32,10620,1576,6,9,11610,"Wave 1 — in stock, new arrival"
262,1067850660099,[1067850660099] Kidilo Baby Stroller Trolley Handle with Winter Cover & Mosquito Net K20 - Black,Baby Essentials,NOT_IN_SHOPIFY,516,7270,2127,1,3,12750,"Wave 2 — in stock, existing range"
263,2073812214099,MG-03M-سكوتر ميكرو شخصيات 3 مستويات,Toys (Consignment),NOT_IN_SHOPIFY,27,7345,1571,5,12,11692,"Wave 1 — in stock, new arrival"
264,4001269299099,2214A بوسيت عروسة معدن سرير ك,Toys,ACTIVE_UNPUBLISHED,33,4290,1570,4,3,1645,"Wave 1 — in stock, new arrival"
265,2073085630099,5168/996 اسكوتر 4 لون بالنور,Toys (Consignment),NOT_IN_SHOPIFY,43,6900,1568,2,6,13455,"Wave 1 — in stock, new arrival"
266,1052885747099,T5251 20-inch Backpack - Purple,School,ACTIVE_UNPUBLISHED,45,35160,6242,12,0,0,"Wave 3 — needs reorder, new range"
267,8058664153749,ببرونه ناتيورال  فيدنج روز 330 مل,Baby Essentials,DRAFT,123,6920,2107,10,25,10289,"Wave 2 — in stock, existing range"
268,1043635530099,A286 Steak navy,School,NOT_IN_SHOPIFY,48,3088,1557,48,12,288,"Wave 1 — in stock, new arrival"
269,2015941843099,"Set Backpack 14""+PC+LB",School (Consignment),ACTIVE_UNPUBLISHED,48,9315,1556,7,1,945,"Wave 1 — in stock, new arrival"
270,1068535485099,818-1 Twins Stroller Tandem ,Baby Essentials,NOT_IN_SHOPIFY,321,7615,2088,1,3,13026,"Wave 2 — in stock, existing range"
271,8364217982818,بوسيت مون بيبي K8 PRO,Baby Essentials (Consignment),NOT_IN_SHOPIFY,60,9600,1541,2,5,17200,"Wave 1 — in stock, new arrival"
272,1023295248022,26131 Sneakers,Clothing,NOT_IN_SHOPIFY,95,4655,1535,7,22,8009,"Wave 1 — in stock, new arrival"
273,201057,Watch 195,Various (Consignment),NOT_IN_SHOPIFY,641,6981,2052,36,50,5655,"Wave 2 — in stock, existing range"
274,1066671731099,919256 Backpack Football Design 17 Inch,School,ACTIVE_UNPUBLISHED,5,6690,1518,3,9,13050,"Wave 1 — in stock, new arrival"
275,1043635542099,A316 Steak navy,School,NOT_IN_SHOPIFY,48,2976,1507,46,4,96,"Wave 1 — in stock, new arrival"
276,2071996914099,6530PRO BABY TROLLEY,Baby Essentials (Consignment),NOT_IN_SHOPIFY,123,8945,2032,1,1,5814,"Wave 2 — in stock, existing range"
277,6223018170662,"Tank Tritan - Printed,800ml Candy Pink",Various,ACTIVE_UNPUBLISHED,54,7144,1503,31,3,461,"Wave 1 — in stock, new arrival"
278,1043635507099,A273 Steak navy,School,NOT_IN_SHOPIFY,48,2963,1495,46,7,168,"Wave 1 — in stock, new arrival"
279,1071895874099,DK-10 Unisex Baby 2 Pack Short-Sleeve Bodysuit - White,Clothing,NOT_IN_SHOPIFY,77,4465,1485,19,371,47488,"Wave 1 — in stock, new arrival"
280,1053830836099,طقم عقد كرة الوان 309,Various,NOT_IN_SHOPIFY,92,3499,1469,10,75,12000,"Wave 1 — in stock, new arrival"
281,1052898267099,T995 -16-inch Backpack - Purple - F-Z E-L,School,ACTIVE_UNPUBLISHED,34,32300,5723,17,0,0,"Wave 3 — needs reorder, new range"
282,1043635494099,A289 Steak white,School,NOT_IN_SHOPIFY,48,2815,1429,52,6,120,"Wave 1 — in stock, new arrival"
283,8412497004232,"315056 سميجل  شنطة  ظهر  16"" نجمة روز جليتر اسود",School,ACTIVE_UNPUBLISHED,20,19351,5690,9,0,0,"Wave 3 — needs reorder, new range"
284,1043635551099,A182 Steak white,School,NOT_IN_SHOPIFY,48,2840,1411,36,18,540,"Wave 1 — in stock, new arrival"
285,1060154213099,95518-Plastic Water Bottle,School,ACTIVE_UNPUBLISHED,109,4088,1408,11,1,198,"Wave 1 — in stock, new arrival"
286,8364217982899,عجلة صغيرة 3 أسبيدرمان 994/2026,Toys (Consignment),NOT_IN_SHOPIFY,32,8750,1405,5,4,5017,"Wave 1 — in stock, new arrival"
287,1043635504099,A262 Steak white,School,NOT_IN_SHOPIFY,48,2772,1399,43,11,264,"Wave 1 — in stock, new arrival"
288,1043635473099,A294 Sortit white,School,NOT_IN_SHOPIFY,48,2784,1392,35,12,360,"Wave 1 — in stock, new arrival"
289,4000156996099,B651-تيك تاك *مشبك كحلي ,School,NOT_IN_SHOPIFY,36,2576,1391,31,3,84,"Wave 1 — in stock, new arrival"
290,1003937073005,6601 UnderShirt,Clothing,NOT_IN_SHOPIFY,502,9612,1871,54,170,20655,"Wave 2 — in stock, existing range"
291,1063674920099,A11 Trolley bag + pencil case+ Lunch Bag,School,ACTIVE_UNPUBLISHED,45,22260,5526,7,0,0,"Wave 3 — needs reorder, new range"
292,1043635506099,A246 Sortit navy,School,NOT_IN_SHOPIFY,48,2769,1379,35,18,540,"Wave 1 — in stock, new arrival"
293,1068525790099,Phuket Umbrella Stroller - Phuket,Baby Essentials,NOT_IN_SHOPIFY,144,7310,1857,1,2,9111,"Wave 2 — in stock, existing range"
294,4001213536099,2153-5-استاند اسكوشى رجل قطه ص 16*1,Various,NOT_IN_SHOPIFY,47,3608,1375,68,16,421,"Wave 1 — in stock, new arrival"
295,1053830837099,سلسلة ستانلس 310,Various,NOT_IN_SHOPIFY,92,3341,1371,13,63,7560,"Wave 1 — in stock, new arrival"
296,8412497006762,"851278 سميجل  شنطة  ظهر  14"" وش قطة رجل بارزة",School,ACTIVE_UNPUBLISHED,20,18567,5459,10,0,0,"Wave 3 — needs reorder, new range"
297,1053830835099,طقم عقد ارنب 308,Various,NOT_IN_SHOPIFY,92,3190,1348,10,77,11165,"Wave 1 — in stock, new arrival"
298,4000585414099,8104 Mastela Boys Swing 3x1,Toys,ACTIVE_UNPUBLISHED,278,20000,7278,4,0,0,"Wave 4 — needs reorder, older range"
299,1068525799099,fasat move-stroller umbrella fasat move,Baby Essentials,NOT_IN_SHOPIFY,144,7306,1818,1,2,9181,"Wave 2 — in stock, existing range"
300,4001068154099,08015 مرجيحه ماستيلا 3*1 تاتش بيج,Baby Essentials,ACTIVE_UNPUBLISHED,25,16050,5379,3,0,0,"Wave 3 — needs reorder, new range"
301,8412497781850,"717195 سميجل  شنطة  ظهر  16"" كتابة لميع  B-R",School,ACTIVE_UNPUBLISHED,20,17791,5348,9,0,0,"Wave 3 — needs reorder, new range"
302,1043672701099,N225 boys sunglasses,Clothing,NOT_IN_SHOPIFY,127,4108,1804,10,29,5220,"Wave 2 — in stock, existing range"
303,1060154154099,H10329-Plastic Water Bottle,School,ACTIVE_UNPUBLISHED,109,3800,1333,8,1,250,"Wave 1 — in stock, new arrival"
304,0842591056086,0890272 زمزمية مياة بطريق PENGUIN رقم SBV44 460ML,School (Consignment),ACTIVE_UNPUBLISHED,5,4800,1331,4,20,14400,"Wave 1 — in stock, new arrival"
305,1060154147099,H15102-Stainless Steel Water Bottle,School,ACTIVE_UNPUBLISHED,109,15220,5301,14,0,0,"Wave 3 — needs reorder, new range"
